Id,SalePrice
1650,179500.56
1651,179147.34
1652,178896.2
1653,178960.69
1654,179616.27
1655,179360.11
1656,179319.31
1657,180430.61
1658,179337.8
1659,179642.06
1660,181108.45
1661,183860.6
1662,184311.7
1663,183119.88
1664,180767.7
1665,182686.11
1666,181136.89
1667,180865.11
1668,180940.52
1669,182183.78
1670,183008.36
1671,181954.14
1672,184198.3
1673,183038.77
1674,181646.19
1675,181392.48
1676,181026.52
1677,181269.84
1678,184566.56
1679,183665.81
1680,182549.34
1681,182196.0
1682,182906.34
1683,181141.98
1684,180467.03
1685,180710.67
1686,179487.9
1687,179694.05
1688,180713.84
1689,181007.98
1690,180996.92
1691,180435.81
1692,180585.28
1693,180078.11
1694,180686.56
1695,180424.95
1696,180562.0
1697,180546.2
1698,183306.64
1699,184270.25
1700,181684.58
1701,182462.27
1702,181211.28
1703,181038.78
1704,182056.42
1705,181875.67
1706,180934.05
1707,179652.06
1708,181040.23
1709,181875.66
1710,181329.36
1711,182338.12
1712,181702.31
1713,182061.53
1714,180699.16
1715,181077.02
1716,180446.25
1717,179891.78
1718,179058.25
1719,181730.56
1720,182127.77
1721,179540.88
1722,178125.64
1723,178995.08
1724,180874.72
1725,181614.72
1726,181658.52
1727,179507.6
1728,180206.89
1729,180380.84
1730,180984.6
1731,180166.92
1732,179669.47
1733,180090.77
1734,176405.69
1735,177998.06
1736,179962.39
1737,181045.69
1738,181409.2
1739,182674.61
1740,180707.73
1741,180652.94
1742,180682.23
1743,180526.56
1744,179305.06
1745,180515.97
1746,180889.98
1747,181579.83
1748,180413.72
1749,180464.97
1750,179242.7
1751,183064.89
1752,179968.47
1753,180272.83
1754,182219.14
1755,180988.12
1756,178988.16
1757,179365.6
1758,180092.06
1759,179967.23
1760,180117.45
1761,179825.28
1762,181160.22
1763,179956.78
1764,178874.58
1765,177528.22
1766,180471.73
1767,181480.7
1768,179831.28
1769,180635.47
1770,179938.77
1771,178446.98
1772,179849.22
1773,179734.02
1774,181330.48
1775,179561.12
1776,180323.78
1777,179174.4
1778,179730.61
1779,178973.78
1780,179655.69
1781,179537.3
1782,178409.69
1783,181363.88
1784,180308.45
1785,179834.12
1786,182199.33
1787,181158.31
1788,176565.7
1789,180396.33
1790,179870.95
1791,182593.67
1792,180300.33
1793,178279.86
1794,180334.16
1795,179834.84
1796,178972.27
1797,180351.75
1798,178740.56
1799,178355.66
1800,179708.25
1801,179406.92
1802,180912.3
1803,181615.9
1804,179259.14
1805,179054.77
1806,178540.58
1807,181625.72
1808,180704.62
1809,180810.78
1810,181050.48
1811,177694.89
1812,179733.7
1813,177663.94
1814,177632.2
1815,179063.34
1816,178509.03
1817,180936.45
1818,180446.34
1819,179041.36
1820,177658.64
1821,177553.64
1822,181250.12
1823,176919.38
1824,179927.61
1825,180701.61
1826,179171.52
1827,180030.48
1828,179531.8
1829,179879.67
1830,180722.27
1831,181130.98
1832,178837.12
1833,180852.9
1834,180540.12
1835,176634.89
1836,179484.31
1837,176861.27
1838,177977.97
1839,178338.4
1840,177623.72
1841,180151.75
1842,177215.08
1843,179380.81
1844,179845.36
1845,181568.73
1846,179673.83
1847,181882.22
1848,177635.94
1849,180767.98
1850,178844.17
1851,180407.12
1852,177367.12
1853,179497.55
1854,179674.62
1855,179904.39
1856,181139.4
1857,180219.53
1858,179722.88
1859,178874.66
1860,178925.56
1861,179230.94
1862,182093.78
1863,181755.34
1864,181756.5
1865,183744.12
1866,183155.97
1867,181285.73
1868,182173.55
1869,180844.22
1870,180960.69
1871,181906.45
1872,180870.81
1873,180987.53
1874,179322.67
1875,179070.84
1876,180999.4
1877,180728.06
1878,179708.81
1879,179551.4
1880,178796.36
1881,181757.61
1882,181884.58
1883,179933.38
1884,181624.34
1885,179385.77
1886,182165.16
1887,180975.08
1888,181889.11
1889,180329.33
1890,178000.86
1891,177457.36
1892,178416.66
1893,178994.5
1894,179965.62
1895,180402.22
1896,180123.28
1897,177513.81
1898,178555.31
1899,179743.92
1900,178802.77
1901,179288.12
1902,179884.23
1903,181582.55
1904,177985.39
1905,181119.55
1906,175931.9
1907,178508.98
1908,178098.3
1909,177821.67
1910,178517.12
1911,181489.58
1912,180887.12
1913,182081.8
1914,176918.12
1915,182316.86
1916,168576.11
1917,181743.03
1918,179714.97
1919,179744.42
1920,179507.1
1921,182858.14
1922,182495.38
1923,183074.53
1924,180067.16
1925,182335.4
1926,183468.16
1927,179633.05
1928,180194.1
1929,179160.84
1930,180964.0
1931,178304.47
1932,180454.34
1933,178627.52
1934,180829.94
1935,180536.27
1936,181772.62
1937,180934.14
1938,180301.61
1939,181427.0
1940,180596.92
1941,179805.47
1942,178496.7
1943,180185.98
1944,182486.03
1945,183050.36
1946,175029.42
1947,177748.98
1948,179327.19
1949,180981.38
1950,180518.5
1951,182224.45
1952,182372.8
1953,179822.4
1954,181350.98
1955,180454.58
1956,181063.7
1957,180103.5
1958,180695.03
1959,181209.2
1960,178461.12
1961,179771.89
1962,179994.33
1963,179702.05
1964,179539.45
1965,178985.6
1966,178999.88
1967,182085.6
1968,183438.0
1969,183841.72
1970,184369.17
1971,184087.67
1972,184118.98
1973,182579.6
1974,183185.6
1975,183508.9
1976,182210.84
1977,184205.4
1978,183891.48
1979,182810.2
1980,179602.75
1981,183100.67
1982,181165.05
1983,181093.84
1984,181040.7
1985,181007.7
1986,180646.84
1987,178986.84
1988,180988.95
1989,181001.31
1990,181338.31
1991,181315.12
1992,182034.38
1993,178614.17
1994,181442.88
1995,180878.8
1996,181632.19
1997,181875.2
1998,182304.81
1999,183230.5
2000,183150.28
2001,181890.06
2002,181379.95
2003,182010.92
2004,182588.92
2005,180184.34
2006,181058.05
2007,181714.17
2008,180511.03
2009,181245.02
2010,181314.89
2011,177882.73
2012,180141.33
2013,180796.16
2014,181878.11
2015,182410.86
2016,181131.73
2017,182130.1
2018,178275.5
2019,178997.67
2020,178169.53
2021,178662.98
2022,180052.8
2023,180141.53
2024,183240.02
2025,182371.69
2026,180757.61
2027,180087.72
2028,180925.38
2029,180320.47
2030,181570.1
2031,181910.6
2032,181966.08
2033,181652.27
2034,180025.69
2035,181754.8
2036,181244.7
2037,180113.11
2038,184161.8
2039,180676.31
2040,182379.97
2041,179369.62
2042,180279.98
2043,181535.17
2044,179738.05
2045,181211.14
2046,179168.05
2047,180692.56
2048,180727.42
2049,181325.33
2050,181547.83
2051,179943.78
2052,179369.08
2053,179711.61
2054,176300.86
2055,180307.1
2056,180726.88
2057,178965.16
2058,181842.0
2059,179613.38
2060,181864.8
2061,180556.06
2062,179511.33
2063,178689.44
2064,180139.7
2065,177620.03
2066,182909.28
2067,179415.45
2068,180821.39
2069,179142.45
2070,179366.0
2071,178613.36
2072,181176.08
2073,179731.47
2074,181717.19
2075,179619.11
2076,179903.0
2077,180082.1
2078,180933.66
2079,179856.77
2080,178058.66
2081,178332.69
2082,180239.77
2083,180692.52
2084,179969.48
2085,178300.73
2086,180364.69
2087,179481.7
2088,179889.61
2089,179125.86
2090,178686.56
2091,178995.4
2092,180753.31
2093,179523.84
2094,179973.25
2095,178659.56
2096,177877.7
2097,179050.36
2098,179266.12
2099,178261.12
2100,177538.62
2101,180585.42
2102,180442.84
2103,180341.11
2104,178767.84
2105,180415.5
2106,175885.5
2107,182127.31
2108,179532.9
2109,180321.95
2110,178898.67
2111,178129.72
2112,179978.38
2113,179271.94
2114,178431.94
2115,180686.36
2116,179390.42
2117,180248.45
2118,181300.27
2119,178695.6
2120,177673.56
2121,172827.77
2122,180832.06
2123,179512.69
2124,180425.03
2125,179899.55
2126,181566.33
2127,178690.78
2128,179268.1
2129,175206.78
2130,179902.89
2131,181083.05
2132,179732.14
2133,181025.6
2134,178041.33
2135,175754.66
2136,175141.67
2137,180204.11
2138,179774.53
2139,179672.28
2140,179859.12
2141,178666.81
2142,179239.97
2143,181006.78
2144,176764.5
2145,179428.84
2146,178820.4
2147,179819.17
2148,178507.38
2149,178407.23
2150,181870.77
2151,180330.75
2152,172486.08
2153,180886.33
2154,178815.19
2155,179637.8
2156,181617.97
2157,181054.06
2158,182628.17
2159,182072.05
2160,180399.16
2161,181536.11
2162,183588.92
2163,182107.31
2164,180664.44
2165,180901.55
2166,179758.06
2167,180785.23
2168,180223.62
2169,181174.84
2170,184011.28
2171,179679.6
2172,179220.86
2173,180904.97
2174,182057.9
2175,181827.98
2176,182308.53
2177,182149.45
2178,181672.94
2179,179602.27
2180,181702.92
2181,180438.62
2182,181013.17
2183,180681.95
2184,179614.98
2185,179376.4
2186,180204.36
2187,180109.69
2188,180902.31
2189,186801.02
2190,178834.28
2191,178183.4
2192,177600.95
2193,178230.14
2194,178336.86
2195,178858.56
2196,179183.44
2197,179649.42
2198,180133.7
2199,180255.56
2200,178504.39
2201,180766.95
2202,178593.22
2203,180948.73
2204,178931.61
2205,178851.89
2206,180328.48
2207,179931.39
2208,181904.81
2209,181167.94
2210,178495.23
2211,178523.36
2212,179798.77
2213,179118.11
2214,179932.92
2215,180170.22
2216,179887.2
2217,162329.55
2218,178224.83
2219,178196.62
2220,173374.16
2221,182451.66
2222,182516.31
2223,182214.2
2224,182324.89
2225,181691.6
2226,180705.23
2227,181290.52
2228,181955.77
2229,181120.02
2230,180290.34
2231,180944.89
2232,180703.62
2233,180127.06
2234,181270.5
2235,181136.73
2236,181085.86
2237,182754.34
2238,180342.67
2239,176334.67
2240,180066.53
2241,177536.66
2242,180043.14
2243,179969.98
2244,178736.81
2245,178387.39
2246,179551.95
2247,179362.8
2248,179617.47
2249,179762.6
2250,180250.27
2251,175878.03
2252,181142.5
2253,179990.12
2254,180600.83
2255,181093.17
2256,180809.52
2257,181344.83
2258,180006.0
2259,181024.12
2260,174783.1
2261,181235.95
2262,180875.6
2263,183071.61
2264,183263.16
2265,178993.67
2266,181637.94
2267,183487.02
2268,179254.2
2269,179178.03
2270,181031.23
2271,181774.19
2272,178921.5
2273,180564.42
2274,180785.14
2275,179363.22
2276,181360.4
2277,180280.36
2278,180255.95
2279,179501.55
2280,177859.45
2281,179894.66
2282,179800.03
2283,179695.14
2284,179548.33
2285,179076.48
2286,179354.33
2287,182884.36
2288,182135.75
2289,183022.69
2290,184979.67
2291,183734.56
2292,184883.97
2293,184236.73
2294,183577.78
2295,184465.38
2296,182719.67
2297,183617.25
2298,182844.58
2299,183441.8
2300,183351.9
2301,182889.77
2302,181742.95
2303,181312.84
2304,181881.31
2305,181055.31
2306,181146.97
2307,181065.7
2308,180037.7
2309,182360.19
2310,181209.19
2311,180947.95
2312,179176.81
2313,180158.58
2314,179980.72
2315,180694.92
2316,180384.53
2317,181331.95
2318,180505.75
2319,180698.34
2320,180007.19
2321,181375.84
2322,179553.81
2323,180678.64
2324,179489.36
2325,180584.19
2326,179372.25
2327,180974.8
2328,181701.14
2329,180964.48
2330,181246.67
2331,183122.42
2332,184513.53
2333,183249.58
2334,182028.88
2335,182629.03
2336,183299.47
2337,180780.22
2338,181659.98
2339,180307.08
2340,184522.28
2341,179141.44
2342,181638.55
2343,181215.45
2344,181514.62
2345,182079.22
2346,181069.9
2347,180763.55
2348,182540.27
2349,181318.28
2350,181155.69
2351,181800.48
2352,181698.67
2353,181792.88
2354,179323.6
2355,179263.48
2356,178899.52
2357,180819.42
2358,181236.33
2359,181004.62
2360,180360.61
2361,180012.0
2362,182127.62
2363,179431.48
2364,179766.1
2365,181183.27
2366,179894.56
2367,180489.5
2368,180753.48
2369,179576.08
2370,180327.66
2371,180672.23
2372,180016.11
2373,183176.39
2374,182881.28
2375,182088.88
2376,181400.6
2377,184312.34
2378,178236.02
2379,180027.36
2380,178978.56
2381,180761.83
2382,182026.72
2383,181220.75
2384,182176.17
2385,179622.77
2386,179294.75
2387,178812.7
2388,180997.58
2389,179062.36
2390,179108.55
2391,179309.97
2392,179790.05
2393,179498.19
2394,179967.4
2395,181897.9
2396,182198.0
2397,181551.53
2398,180692.05
2399,178444.56
2400,179091.75
2401,177161.86
2402,179974.81
2403,181409.89
2404,180394.44
2405,180051.58
2406,180161.45
2407,179046.81
2408,178913.75
2409,178892.08
2410,181560.25
2411,178967.39
2412,180611.55
2413,179568.89
2414,178619.25
2415,181017.4
2416,180661.47
2417,181153.23
2418,179920.75
2419,179866.42
2420,178765.86
2421,183006.78
2422,180043.72
2423,180092.9
2424,181028.36
2425,182790.78
2426,180194.08
2427,180488.89
2428,182253.03
2429,179155.33
2430,179400.5
2431,178981.55
2432,179161.27
2433,180566.06
2434,178004.6
2435,180006.17
2436,179556.38
2437,178944.25
2438,179027.8
2439,179648.58
2440,180345.44
2441,178144.22
2442,179222.11
2443,180792.16
2444,179974.7
2445,179006.84
2446,180445.17
2447,182760.11
2448,180809.69
2449,179682.19
2450,181200.52
2451,178763.56
2452,181703.14
2453,179522.44
2454,179890.83
2455,180648.38
2456,176017.14
2457,178004.64
2458,180084.62
2459,178534.23
2460,180513.06
2461,179493.19
2462,179707.12
2463,180341.39
2464,181945.03
2465,179368.4
2466,177842.58
2467,180144.8
2468,178005.81
2469,178157.81
2470,181991.89
2471,181126.38
2472,181852.0
2473,177219.42
2474,174796.92
2475,182251.22
2476,179750.92
2477,179201.78
2478,179544.34
2479,179032.02
2480,180412.48
2481,179919.36
2482,177753.77
2483,178620.64
2484,179755.7
2485,179195.45
2486,177927.14
2487,183183.77
2488,180965.97
2489,180889.4
2490,176681.19
2491,176770.22
2492,181447.33
2493,180886.0
2494,179646.9
2495,180308.44
2496,181027.55
2497,180725.45
2498,179397.95
2499,179212.08
2500,179023.38
2501,179669.08
2502,180555.27
2503,176409.55
2504,182164.27
2505,180059.86
2506,181736.36
2507,182549.08
2508,181764.47
2509,181358.88
2510,181181.31
2511,180905.1
2512,182165.05
2513,181400.4
2514,178401.77
2515,181102.12
2516,180419.28
2517,179243.78
2518,179335.25
2519,182176.9
2520,180949.31
2521,181470.44
2522,181511.89
2523,178317.17
2524,179237.92
2525,179280.7
2526,180225.08
2527,178880.4
2528,177830.4
2529,176828.92
2530,180157.28
2531,182030.05
2532,181746.98
2533,181685.5
2534,181873.95
2535,182186.1
2536,179846.78
2537,181692.61
2538,181127.06
2539,180442.88
2540,180255.06
2541,181108.05
2542,180566.45
2543,179009.42
2544,179335.66
2545,180243.8
2546,178588.31
2547,179910.53
2548,181511.36
2549,180201.19
2550,202998.06
2551,179944.55
2552,180147.98
2553,179454.23
2554,180212.73
2555,178870.02
2556,178494.02
2557,177685.95
2558,177962.88
2559,179652.58
2560,179807.61
2561,180092.86
2562,180282.62
2563,180519.75
2564,180028.08
2565,180017.78
2566,179120.03
2567,179921.8
2568,182626.38
2569,179836.81
2570,178491.48
2571,180485.05
2572,179068.75
2573,181244.61
2574,181249.45
2575,180297.97
2576,177985.28
2577,180518.45
2578,178045.31
2579,177880.3
2580,180685.8
2581,179330.17
2582,178716.73
2583,182529.2
2584,178901.27
2585,180818.89
2586,181817.62
2587,181097.4
2588,180334.77
2589,180026.25
2590,181323.69
2591,182594.38
2592,180818.14
2593,180591.62
2594,180700.05
2595,181019.08
2596,181861.19
2597,181046.94
2598,182382.05
2599,178589.0
2600,186861.47
2601,178898.92
2602,179007.66
2603,178751.89
2604,178773.94
2605,178236.9
2606,179707.86
2607,181163.6
2608,180843.89
2609,180712.36
2610,179444.98
2611,177843.1
2612,180579.83
2613,179466.27
2614,180517.48
2615,181186.48
2616,180650.6
2617,181890.03
2618,180482.78
2619,181617.42
2620,180816.58
2621,180967.31
2622,181101.31
2623,181371.17
2624,182287.36
2625,183547.77
2626,180801.19
2627,180934.42
2628,182679.48
2629,184413.0
2630,183512.31
2631,184753.81
2632,183492.34
2633,182178.36
2634,183836.89
2635,178389.83
2636,179635.67
2637,180587.48
2638,181303.75
2639,182046.34
2640,180319.7
2641,180972.22
2642,179882.72
2643,180089.0
2644,178699.72
2645,179555.11
2646,179656.14
2647,179252.84
2648,179812.22
2649,180068.53
2650,178188.42
2651,179283.7
2652,184411.55
2653,182190.3
2654,181813.77
2655,184360.5
2656,183306.17
2657,183005.0
2658,182189.52
2659,183882.22
2660,183101.64
2661,183350.92
2662,183782.97
2663,182453.67
2664,182072.1
2665,182767.11
2666,182131.22
2667,180326.9
2668,180804.9
2669,180304.72
2670,182451.16
2671,181391.55
2672,179944.94
2673,179978.42
2674,180501.52
2675,180043.28
2676,181283.94
2677,182074.53
2678,180548.78
2679,181634.28
2680,181933.25
2681,184394.06
2682,182855.11
2683,188428.88
2684,182308.78
2685,184235.45
2686,181880.6
2687,180933.66
2688,181382.75
2689,181148.52
2690,184824.64
2691,181499.38
2692,179017.8
2693,180702.33
2694,178329.19
2695,181555.53
2696,181103.8
2697,181451.83
2698,180215.67
2699,180850.89
2700,180828.03
2701,179639.4
2702,178488.64
2703,180680.38
2704,180224.48
2705,176829.47
2706,178128.89
2707,179146.25
2708,179817.92
2709,179531.12
2710,179584.12
2711,187655.12
2712,183881.78
2713,180745.75
2714,180492.88
2715,181092.88
2716,180411.81
2717,180471.86
2718,181020.75
2719,178383.86
2720,179851.5
2721,179947.9
2722,181826.27
2723,179442.44
2724,179820.69
2725,180096.95
2726,180465.22
2727,178702.95
2728,181975.8
2729,180215.62
2730,179763.64
2731,178988.02
2732,179439.38
2733,179494.66
2734,178930.2
2735,180172.25
2736,180463.88
2737,179274.3
2738,181600.6
2739,180971.25
2740,180519.78
2741,178894.39
2742,180637.53
2743,179434.52
2744,180226.9
2745,179741.14
2746,179692.47
2747,181822.6
2748,179516.7
2749,180956.14
2750,180333.47
2751,180180.16
2752,178859.31
2753,180807.25
2754,181124.7
2755,180893.14
2756,178842.16
2757,177802.28
2758,178952.45
2759,179360.39
2760,179072.14
2761,181147.47
2762,179671.64
2763,179251.44
2764,178552.98
2765,184309.06
2766,177797.39
2767,177060.98
2768,179796.45
2769,180349.69
2770,180020.7
2771,178926.38
2772,178345.75
2773,181095.38
2774,179385.6
2775,180607.42
2776,181770.58
2777,179294.83
2778,179703.9
2779,181308.14
2780,179108.67
2781,179110.25
2782,179314.19
2783,180538.33
2784,179432.23
2785,179739.27
2786,177590.12
2787,179108.97
2788,179745.3
2789,179870.75
2790,180900.92
2791,180318.5
2792,175373.16
2793,178394.98
2794,175778.77
2795,179854.23
2796,178856.2
2797,178823.12
2798,177696.95
2799,178711.6
2800,179731.33
2801,176933.02
2802,179269.6
2803,179393.4
2804,180089.94
2805,180521.14
2806,178086.17
2807,177742.64
2808,181140.0
2809,180227.73
2810,179577.25
2811,181840.98
2812,179870.77
2813,181641.17
2814,181208.61
2815,178937.05
2816,181839.77
2817,179247.97
2818,179413.36
2819,180123.48
2820,180551.03
2821,178192.34
2822,181260.7
2823,183624.84
2824,182529.84
2825,181298.7
2826,180232.7
2827,179949.52
2828,182908.28
2829,182390.72
2830,181456.81
2831,181074.77
2832,181430.9
2833,182469.31
2834,182322.97
2835,181383.27
2836,181377.61
2837,179145.38
2838,179789.86
2839,179976.23
2840,180669.02
2841,181984.94
2842,181870.31
2843,181147.27
2844,181371.86
2845,178899.95
2846,181837.73
2847,181225.33
2848,180543.48
2849,181514.53
2850,182932.94
2851,181898.98
2852,182863.48
2853,181664.39
2854,180169.45
2855,180969.17
2856,181436.12
2857,181245.8
2858,180448.78
2859,179387.78
2860,177195.31
2861,180586.22
2862,181161.28
2863,177617.14
2864,181164.48
2865,180082.97
2866,180711.6
2867,177852.31
2868,176884.34
2869,177533.11
2870,179227.2
2871,180347.16
2872,176566.08
2873,179841.1
2874,179233.7
2875,177971.72
2876,180338.83
2877,179789.89
2878,178290.3
2879,179725.84
2880,179415.22
2881,178413.58
2882,180996.12
2883,180074.02
2884,180344.38
2885,181585.31
2886,182490.2
2887,178206.92
2888,181133.58
2889,177519.97
2890,179264.72
2891,180269.58
2892,177603.84
2893,178284.28
2894,176970.25
2895,182227.39
2896,182917.06
2897,183090.58
2898,180481.53
2899,181548.0
2900,180277.39
2901,181460.8
2902,177816.0
2903,183039.3
2904,183296.69
2905,172256.33
2906,181437.25
2907,179593.92
2908,179738.58
2909,179991.7
2910,178059.03
2911,179177.95
2912,180240.58
2913,178546.9
2914,178463.77
2915,178774.66
2916,178616.42
2917,180957.64
2918,179632.67
2919,182958.45
